sensor_name,timestamp,acceleration_x,acceleration_y,acceleration_z,acceleration_magnitude
MPU6050_A,1680,0.272938997,0.553060591,10.340557098,10.358933449
ADXL345,1680,-0.549172401,-2.667408943,10.198916435,10.556256294
MPU6050_A,1695,0.165199921,0.624886632,10.342951775,10.363127708
ADXL345,1695,-0.392266005,-2.745862007,9.57129097,9.965101242
MPU6050_A,1710,0.414196908,0.574608386,10.240000725,10.2644701
ADXL345,1710,-0.706078827,-2.510502338,9.649744034,9.99593544
MPU6050_A,1725,0.270544797,0.577002585,10.407594681,10.427087784
ADXL345,1725,-0.706078827,-2.118236542,9.885103226,10.134137154
MPU6050_A,1740,0.260968,0.622492433,10.409989357,10.43184948
ADXL345,1740,-0.470719218,-2.510502338,9.96355629,10.285750389
MPU6050_A,1755,0.318428814,0.59376204,10.187328339,10.209584236
ADXL345,1755,-0.156906396,-2.667408943,9.100571632,9.484729767
MPU6050_A,1770,0.248996973,0.584185243,10.32379818,10.343310356
ADXL345,1770,-0.156906396,-2.510502338,9.022118568,9.36620903
MPU6050_A,1785,0.14844051,0.598550439,10.366893768,10.385219574
ADXL345,1785,-0.549172401,-2.82431531,9.96355629,10.370670319
MPU6050_A,1800,0.246602774,0.567425787,10.235212326,10.253894806
ADXL345,1800,-0.470719218,-2.745862007,8.943664551,9.36752224
MPU6050_A,1815,0.280121595,0.591367841,10.36210537,10.382745743
ADXL345,1815,-0.392266005,-2.510502338,9.100571632,9.448645592
MPU6050_A,1830,0.208295554,0.608127236,10.311826706,10.331843376
ADXL345,1830,-0.392266005,-2.82431531,9.25747776,9.686667442
MPU6050_A,1845,0.311246216,0.624886632,10.247182846,10.270935059
ADXL345,1845,-0.549172401,-2.82431531,9.728197098,10.144761086
MPU6050_A,1860,0.330399841,0.600944638,10.273519516,10.296382904
ADXL345,1860,-0.392266005,-2.745862007,9.414383888,9.814492226
MPU6050_A,1875,0.126892686,0.574608386,10.216058731,10.232992172
ADXL345,1875,-0.706078827,-2.82431531,9.335930824,9.779310226
MPU6050_A,1890,0.272938997,0.574608386,10.280701637,10.300363541
ADXL345,1890,-0.862985194,-2.82431531,9.25747776,9.717118263
