sensor_name,timestamp,acceleration_x,acceleration_y,acceleration_z,acceleration_magnitude
MPU6050_A,1680,1.977610588,2.892195702,10.759542465,11.315629959
ADXL345,1680,0.823758602,-0.431492597,10.120463371,10.163097382
MPU6050_A,1695,1.97042799,2.870647907,10.608707428,11.165476799
ADXL345,1695,0.862985194,-0.431492597,10.081236839,10.127303123
MPU6050_A,1710,2.042253971,2.8969841,10.512939453,11.094377518
ADXL345,1710,0.902211785,-0.431492597,9.96355629,10.013622284
MPU6050_A,1725,2.087743998,2.892195702,10.342951775,10.94075489
ADXL345,1725,0.902211785,-0.392266005,9.924329758,9.97297287
MPU6050_A,1740,1.948880196,2.908955097,10.40041256,10.974002838
ADXL345,1740,0.902211785,-0.431492597,9.806650162,9.857513428
MPU6050_A,1807,2.030282974,2.885013103,10.026916504,10.629412651
ADXL345,1807,0.980665028,-0.353039414,9.492836952,9.549884796
MPU6050_A,1822,1.975216389,2.86107111,9.883264542,10.476933479
ADXL345,1822,0.941438437,-0.392266005,9.414383888,9.469466209
MPU6050_A,1837,2.059013367,2.870647907,9.911994934,10.522727966
ADXL345,1837,0.980665028,-0.392266005,9.335930824,9.395487785
MPU6050_A,1852,2.087743998,2.8993783,9.842563629,10.470966339
ADXL345,1852,0.980665028,-0.392266005,9.335930824,9.395487785
MPU6050_A,1867,1.991975784,2.880224705,9.809044838,10.41542244
ADXL345,1867,0.980665028,-0.392266005,9.335930824,9.395487785
MPU6050_A,1893,1.975216389,2.8969841,9.789890289,10.398843765
ADXL345,1893,0.980665028,-0.392266005,9.25747776,9.3175354
MPU6050_A,1908,2.08295536,2.916137695,9.947908401,10.57371521
ADXL345,1908,0.980665028,-0.392266005,9.335930824,9.395487785
MPU6050_A,1923,2.051830769,2.880224705,9.861717224,10.476600647
ADXL345,1923,0.980665028,-0.431492597,9.335930824,9.397206306
MPU6050_A,1938,2.087743998,2.887407303,9.873687744,10.496928215
