sensor_name,timestamp,acceleration_x,acceleration_y,acceleration_z,acceleration_magnitude
MPU6050_A,1683,0.29688102,-0.1316811,10.134655952,10.139858246
ADXL345,1683,-0.313812792,-1.961330056,8.629852295,8.85548687
MPU6050_A,1698,0.785298169,-0.01436521,9.799467087,9.830892563
ADXL345,1698,-0.235359609,-3.530394077,9.414383888,10.057320595
MPU6050_A,1713,0.08379706,-0.10055647,10.386047363,10.386872292
ADXL345,1713,-0.078453198,-4.236473083,9.022118568,9.967571259
MPU6050_A,1728,0.232237563,-0.172382519,10.316615105,10.320668221
ADXL345,1728,-0.313812792,-2.510502338,9.57129097,9.900035858
MPU6050_A,1743,0.802057564,-0.059855044,9.753977776,9.787081718
ADXL345,1743,-0.156906396,-3.765753746,9.492836952,10.213690758
MPU6050_A,1758,0.20350714,0.011971008,10.228029251,10.230060577
ADXL345,1758,-0.627625585,-4.001113415,8.943664551,9.817940712
MPU6050_A,1773,0.081402861,-0.086191259,10.388441086,10.389117241
ADXL345,1773,0.0,-2.745862007,8.865211487,9.28071785
MPU6050_A,1788,0.823605359,-0.124498487,9.840168953,9.875360489
ADXL345,1788,-0.549172401,-3.765753746,9.649744034,10.373044014
MPU6050_A,1803,0.665588081,-0.071826048,9.911994934,9.934576035
ADXL345,1803,-0.156906396,-3.765753746,9.179024696,9.922701836
MPU6050_A,1818,-0.019153614,-0.067037649,10.41238308,10.41261673
ADXL345,1818,-0.156906396,-2.82431531,8.943664551,9.380325317
MPU6050_A,1833,0.761356115,-0.155623108,9.880870819,9.911381721
ADXL345,1833,-0.078453198,-3.687300444,8.708305359,9.457109451
MPU6050_A,1848,0.718260527,-0.081402861,9.904812813,9.931155205
ADXL345,1848,-0.156906396,-3.687300444,8.472946167,9.241840363
MPU6050_A,1863,0.062249243,-0.081402861,10.228029251,10.228542328
ADXL345,1863,-0.156906396,-3.373487711,8.629852295,9.267112732
MPU6050_A,1878,0.347159237,-0.098162271,10.098742485,10.105184555
ADXL345,1878,0.078453198,-3.922660112,9.25747776,10.054566383
MPU6050_A,1893,0.699106872,-0.086191259,9.993397713,10.018192291
ADXL345,1893,0.156906396,-3.765753746,8.943664551,9.705392838
MPU6050_A,1908,0.110133275,-0.067037649,10.290278435,10.291086197
ADXL345,1908,-0.549172401,-2.981221676,8.943664551,9.443431854
MPU6050_A,1923,0.292092621,-0.093373865,10.22084713,10.225446701
ADXL345,1923,-0.235359609,-3.687300444,9.100571632,9.822015762
MPU6050_A,1938,0.723048925,-0.14844051,9.938331604,9.965704918
ADXL345,1938,-0.156906396,-3.138128042,9.414383888,9.924872398
MPU6050_A,1953,0.179565132,-0.08379706,10.256759644,10.258673668
ADXL345,1953,-0.392266005,-3.373487711,10.042009354,10.600766182
MPU6050_A,1968,0.232237563,-0.057460841,10.292673111,10.295453072
ADXL345,1968,-0.078453198,-3.608847141,9.57129097,10.229347229
MPU6050_A,1983,0.560243189,-0.141257897,10.010157585,10.026818275
ADXL345,1983,0.0,-2.981221676,9.335930824,9.800372124
MPU6050_A,1998,0.289698392,-0.045489833,10.153809547,10.158042908
ADXL345,1998,0.0,-3.295034409,8.629852295,9.237510681
MPU6050_A,2013,0.225054964,-0.107739076,10.244789124,10.24782753
ADXL345,2013,0.0,-2.981221676,9.57129097,10.024833679
MPU6050_A,2028,0.541089594,-0.090979666,9.955090523,9.970199585
ADXL345,2028,-0.392266005,-3.608847141,9.022118568,9.725032806
MPU6050_A,2043,0.378283858,-0.08379706,10.251971245,10.259290695
ADXL345,2043,0.0,-3.530394077,9.335930824,9.981146812
MPU6050_A,2058,0.306457818,-0.031124622,10.240000725,10.244632721
ADXL345,2058,0.0,-3.138128042,8.865211487,9.404244423
MPU6050_A,2073,0.447715729,-0.08379706,10.062829971,10.073133469
ADXL345,2073,0.0,-3.687300444,9.492836952,10.18381691
MPU6050_A,2088,0.339976639,-0.011971008,10.15620327,10.161898613
ADXL345,2088,-0.235359609,-3.295034409,9.022118568,9.607875824
MPU6050_A,2103,0.248996973,-0.086191259,10.175356865,10.178768158
ADXL345,2103,-0.078453198,-3.530394077,9.022118568,9.688573837
MPU6050_A,2118,0.452504128,-0.08379706,10.165780067,10.17619133
ADXL345,2118,-0.313812792,-3.530394077,9.414383888,10.059462547
MPU6050_A,2133,0.395043284,-0.011971008,10.149021149,10.156713486
ADXL345,2133,-0.156906396,-3.295034409,9.492836952,10.049668312
MPU6050_A,2148,0.316034615,-0.098162271,10.211270332,10.216630936
ADXL345,2148,-0.470719218,-3.608847141,9.335930824,10.020227432
MPU6050_A,2163,0.402225882,-0.088585466,10.046070099,10.054509163
ADXL345,2163,-0.235359609,-3.451940775,8.943664551,9.589599609
MPU6050_A,2178,0.390254885,-0.071826048,10.115502357,10.123282433
ADXL345,2178,-0.235359609,-3.765753746,9.022118568,9.77931118
MPU6050_A,2193,0.328005642,-0.08379706,10.254365921,10.259952545
ADXL345,2193,-0.706078827,-3.687300444,9.57129097,10.281261444
MPU6050_A,2208,0.459686726,-0.071826048,10.046070099,10.056838036
ADXL345,2208,-0.313812792,-3.451940775,9.022118568,9.665040016
MPU6050_A,2223,0.416591108,-0.033518825,10.125079155,10.133701324
ADXL345,2223,-0.470719218,-3.687300444,8.943664551,9.685396194
MPU6050_A,2238,0.241814375,-0.079008654,10.089165688,10.092371941
ADXL345,2238,-0.235359609,-3.608847141,8.865211487,9.574504852
MPU6050_A,2253,0.428562105,-0.038307227,10.017339706,10.026576042
ADXL345,2253,-0.470719218,-3.295034409,9.25747776,9.837668419
MPU6050_A,2268,0.390254885,0.009576807,10.046070099,10.05365181
ADXL345,2268,-1.01989162,-3.608847141,9.335930824,10.060992241
MPU6050_A,2283,0.356736064,-0.122104287,10.192116737,10.19908905
ADXL345,2283,-0.392266005,-2.981221676,9.57129097,10.032505989
MPU6050_A,2298,0.428562105,0.038307227,10.151414871,10.160529137
ADXL345,2298,-0.235359609,-3.530394077,9.100571632,9.764193535
MPU6050_A,2313,0.347159237,-0.067037649,10.139444351,10.145606995
ADXL345,2313,-0.941438437,-3.530394077,9.335930824,10.025446892
MPU6050_A,2328,0.253785372,-0.114921682,10.129867554,10.13369751
ADXL345,2328,-0.549172401,-3.687300444,9.25747776,9.979913712
MPU6050_A,2343,0.351947635,-0.057460841,10.192116737,10.198352814
ADXL345,2343,0.0,-3.608847141,9.022118568,9.717119217
MPU6050_A,2358,0.337582439,-0.069431849,10.139444351,10.145299911
ADXL345,2358,-0.313812792,-3.373487711,9.96355629,10.523846626
MPU6050_A,2373,0.270544797,-0.088585466,10.07958889,10.083608627
ADXL345,2373,-0.078453198,-3.295034409,8.943664551,9.53166008
MPU6050_A,2388,0.378283858,-0.18674773,10.086771965,10.095590591
ADXL345,2388,0.0,-3.216581345,8.551399231,9.136345863
MPU6050_A,2403,0.347159237,-0.055066638,10.096348763,10.10246563
ADXL345,2403,-0.470719218,-3.530394077,9.179024696,9.845798492
MPU6050_A,2418,0.347159237,-0.01436521,10.172963142,10.178894997
ADXL345,2418,-0.549172401,-3.451940775,9.179024696,9.822014809
MPU6050_A,2433,0.399831682,-0.079008654,10.14423275,10.152416229
ADXL345,2433,-0.156906396,-3.216581345,9.57129097,10.098546028
MPU6050_A,2448,0.407014281,-0.021547815,10.0412817,10.049550056
ADXL345,2448,0.0,-3.138128042,8.865211487,9.404244423
MPU6050_A,2463,0.304063618,-0.04070143,10.22084713,10.225450516
ADXL345,2463,-0.470719218,-3.451940775,9.649744034,10.25938797
MPU6050_A,2478,0.359130263,-0.086191259,10.18253994,10.189235687
ADXL345,2478,-0.313812792,-3.530394077,10.120463371,10.7231493
MPU6050_A,2493,0.416591108,-0.069431849,10.089165688,10.09800148
ADXL345,2493,0.0,-3.608847141,9.414383888,10.082381248
MPU6050_A,2508,0.33279404,-0.026336219,10.11789608,10.123401642
ADXL345,2508,-0.392266005,-3.216581345,9.96355629,10.477248192
MPU6050_A,2523,0.392649084,-0.067037649,10.113107681,10.120949745
ADXL345,2523,-0.470719218,-2.981221676,9.022118568,9.513563156
MPU6050_A,2538,0.368707061,-0.079008654,10.177751541,10.184734344
ADXL345,2538,-0.549172401,-2.981221676,9.100571632,9.592166901
MPU6050_A,2553,0.347159237,-0.045489833,10.129867554,10.13591671
ADXL345,2553,-0.470719218,-3.451940775,8.943664551,9.59826088
MPU6050_A,2568,0.411802679,-0.052672438,10.165780067,10.174253464
ADXL345,2568,-0.313812792,-3.138128042,9.25747776,9.779939651
MPU6050_A,2583,0.421379507,-0.098162271,10.192116737,10.201295853
ADXL345,2583,-0.392266005,-3.530394077,9.25747776,9.915566444
MPU6050_A,2598,0.375889659,-0.090979666,10.168174744,10.175526619
ADXL345,2598,0.0,-3.451940775,8.943664551,9.58671093
MPU6050_A,2613,0.284909993,-0.02873042,10.19451046,10.198531151
ADXL345,2613,-0.392266005,-3.530394077,9.100571632,9.769235611
MPU6050_A,2628,0.351947635,-0.050278235,10.153809547,10.160031319
ADXL345,2628,-0.313812792,-3.530394077,8.394492149,9.112060547
MPU6050_A,2643,0.37110126,-0.074220255,10.189722061,10.19674778
ADXL345,2643,0.0,-3.530394077,8.786758423,9.469467163
